Tomatoes And Eggs (Xīhóngshì Chao Jizi),Egg Dishes;Stir-Fries;Side Dish;Chinese;Vegetarian,Tomatoes;Peanut Oil;Fresh Ginger;Green Onions;Eggs
Curried Potatoes (Shogog Khatsa),Stir-Fries;Side Dish;Chinese;Vegetarian,Potatoes;Yellow Onions;Garlic;Tomatoes;Peanut Oil;Fresh Ginger;Dried Thai Chiles;Fenugreek Seeds;Paprika;Turmeric;Ground Cumin
Spicy Biangbiang Noodles (Yóupō Làzi Biángbiángmiàn),Stir-Fries;Main Course;Snacks;Cooking For 1 Or 2;Chinese;Vegan;Vegetarian,All-Purpose Flour;Pastry Flour;Peanut Oil;Spinach;Dried Chiles;Toasted Sesame Seeds;Green Onions;Chinese Black Vinegar;Soy Sauce
Shaved Noodles With Meat Sauce (Ròuluzhī Dāoxiāomiàn),Main Course;Chinese,All-Purpose Flour;Pastry Flour;Peanut Oil;Carrots;Yellow Onions;Whole Star Anise;Bay Leaves;Cinnamon Sticks;Sichuan Peppercorns;Fennel Seeds;Sichuan Hot Bean Sauce;Ground Pork;Green Onions;Fresh Ginger;Garlic;Oyster Sauce;Soy Sauce;Chinese Black Vinegar;Cilantro
Grilled Layered Lamb Pastries (Khunushuur),"Pies, Tarts & Pastries;Grills & Bbq;Main Course;Snacks;Chinese",Ground Lamb;Fresh Ginger;Green Onions;Soy Sauce;All-Purpose Flour;Pastry Flour
Coiled Bread (Dàbing),"Bread & Rolls, Savory;Chinese",All-Purpose Flour;Pastry Flour;Green Onions;Toasted Sesame Oil;Peanut Oil
Grilled Sesame Breads With Green Onions (Zhīmá Dàbing),"Bread & Rolls, Savory;Grills & Bbq;Chinese;Vegan",Active Dry Yeast;All-Purpose Flour;Pastry Flour;Peanut Oil;Toasted Sesame Oil;Green Onions;Sesame Seeds
Baked Round Uyghur Bread (Nángbing),"Bread & Rolls, Savory;Uighur",Active Dry Yeast;Peanut Oil;All-Purpose Flour;Pastry Flour
Momo And Buuz,Main Course;Chinese,Ground Lamb;Fresh Ginger;Green Onions;Celery;Cilantro;Peanut Oil;Black Mushrooms;All-Purpose Flour;Pastry Flour
Crêpes And Chili Potatoes (Jiānbing Juan Tudòusi),"Pancakes, Waffles & Crêpes;Main Course;Cooking For 1 Or 2;Chinese",All-Purpose Flour;Pastry Flour;Potatoes;Green Onions;Peanut Oil;Dried Chiles;Soy Sauce;Toasted Sesame Oil;Dried Thai Chiles;Garlic;Fresh Ginger
Oat Honeycomb Rolls (Yóumiàntuīwōwō),"Bread & Rolls, Savory;Chinese;Vegan",Oat Groats
Uyghur Pilaf (Polo Or Zhuāfan),Rice Dishes;Main Course;Uighur,Peanut Oil;Yellow Onions;Lamb Shoulder;Long Grain Rice;Golden Raisins;Carrots
Fried Cookies (Boortsog),"Cookies, Biscuits & Crackers;Afternoon Tea;Chinese",Butter;All-Purpose Flour;Pastry Flour;Peanut Oil
Rose Scented Lotus Patties (Shuijing Liáncài Bing),Dessert;Chinese,Lotus Root;Walnuts;Wolfberries;Rose Petal Jam;Peanut Oil;Honey
Sweet Pear Soup With Silver Ears (Yíner Tiánlí Tāng),Soups;Dessert;Chinese;Vegan,Rock Sugar;Fresh Ginger;Wolfberries;Osmanthus Syrup;Chinese Pears;Silver Tree Ear Fungus Mushrooms
Stuffed Muskmelon (Niàng Zuìguā),Dessert;Chinese;Vegan,Lotus Seeds;Sticky Rice;Black Tapioca Pearls;Rock Sugar;Osmanthus Syrup;Wolfberries;Raisins;Walnuts;Toasted Sesame Seeds;Persian Melons
Butter Tea (Boeja And Suutei Tsai),Beverages / Drinks (No-Alcohol);Chinese,Fermented Tea Leaves;Salted Butter;Heavy Cream
Eight Treasure Tea (Bābaochá),Beverages / Drinks (No-Alcohol);Chinese,Green Tea;Dried Red Dates;Wolfberries;Apricot Pits;Dried Longan Fruits;Walnuts;Dried Chrysanthemum Flowers;Raisins;Rock Sugar
Chicken Stock (Ji Gāotāng),Stocks;Cooking Ahead;Chinese,Chicken Pieces;Chicken Carcass;Rice Wine;Fresh Ginger;Green Onions;Black Peppercorns
Meat Stock (Ròu Gāotāng),Stocks;Cooking Ahead;Chinese,Meat Bones
Mushroom Stock (Xiānggū Gaotāng),Stocks;Cooking Ahead;Chinese;Vegan;Vegetarian,Chinese Dried Black Mushrooms
Steamed Rice (Zhēng Báifàn),Rice Dishes;Side Dish;Chinese;Vegan;Vegetarian,White Rice
Stove Top Rice (Shuizhu Báifàn),Rice Dishes;Side Dish;Chinese;Vegan;Vegetarian,Short-Grain Rice
Rice Crumbs (Zhēngfen),Rice Dishes;Chinese;Vegan;Vegetarian,White Rice
Sweet Rice Tamales With Bean Paste (Dòushā Zòng),Rice Dishes;Snacks;Chinese;Mexican;Vegan,Dried Bamboo Leaves;Sticky Rice;Toasted Sesame Oil;Adzuki Beans;Walnuts
Chinese Flour (Miànfen),Chinese;Vegan,All-Purpose Flour;Pastry Flour
Plain Hot Water Dough (Tàngmiàn Miàntuán),"Quick / Easy;Bread & Rolls, Savory;Chinese;Vegan",All-Purpose Flour;Pastry Flour
Plain Cold Water Dough (Lengshui Miàntuán),"Bread & Rolls, Savory;Quick / Easy;Chinese;Vegan",All-Purpose Flour;Pastry Flour
Whole Egg Dough (Quándàn),"Bread & Rolls, Savory;Egg Dishes;Chinese",Eggs;All-Purpose Flour;Pastry Flour
Northern Style Puff Pastry (Beifāng Yóusūpí Miàntuán),"Pies, Tarts & Pastries;Chinese;Vegetarian",Active Dry Yeast;All-Purpose Flour;Pastry Flour;Oil;Toasted Sesame Oil
Southern Style Puff Pastry (Nánfāng Yóusūpí Miàntuán),"Pies, Tarts & Pastries;Chinese;Vegan;Vegetarian",All-Purpose Flour;Pastry Flour
Wheat Wrapppers [Chinese Flour Tortillas] (Héyèbing),"Bread & Rolls, Savory;Chinese;Vegan;Vegetarian",All-Purpose Flour;Pastry Flour;Peanut Oil
Grilled Breads (Làobing),"Bread & Rolls, Savory;Grills & Bbq;Chinese;Vegetarian",All-Purpose Flour;Pastry Flour
Flower Rolls [Northern Style] (Huājuan 1),"Bread & Rolls, Savory;Chinese;Vegan",All-Purpose Flour;Pastry Flour;Toasted Sesame Seeds;Toasted Sesame Oil;Sichuan Peppercorns
Flower Rolls [Southern Style] (Huājuan 2),"Bread & Rolls, Savory;Chinese;Vegan",All-Purpose Flour;Pastry Flour;Green Onions;Peanut Oil
"Traditional Steamed Bread, Or Traditional Mantou (Chuántóng Mántóu)","Bread & Rolls, Savory;Chinese;Vegan",All-Purpose Flour;Pastry Flour;Active Dry Yeast
"Fast Steamed Bread, Or Fast Mantou (Jianyi Mántóu)","Bread & Rolls, Savory;Quick / Easy;Chinese;Vegan",All-Purpose Flour;Pastry Flour;Active Dry Yeast
Fried Sesame Rolls (Mábing),Fried Doughs;Chinese;Vegan,All-Purpose Flour;Pastry Flour;Active Dry Yeast;Sesame Seeds;Peanut Oil
Raised Gluten (Kaofū),Main Course;Chinese;Vegan;Vegetarian,Active Dry Yeast;Gluten Flour
Red Date Steamed Buns (Hóngzao Mántóu),Appetizers / Starters;Snacks;Chinese;Vegan;Vegetarian,Active Dry Yeast;All-Purpose Flour;Pastry Flour;Dried Red Dates
"Filled Steamed Buns, Or Baozi (Bāozi)",Appetizers / Starters;Snacks;Chinese;Vegan;Vegetarian,All-Purpose Flour;Active Dry Yeast;Pastry Flour;Filling Of Your Choice
Lotus Leaf Buns And Guabao (Héyè Yuan And Guābāo),"Bread & Rolls, Savory;Chinese;Vegan",Active Dry Yeast;Peanut Oil;All-Purpose Flour;Pastry Flour
Fried Soybeans (Zhá Huángdòu),Snacks;Chinese;Vegan;Vegetarian,Dried Soybeans;Peanut Oil
Toasted Soybean Flour (Huángdòufen),Cooking Ahead;Chinese;Vegan;Vegetarian,Dried Soybeans;Peanut Oil
Fried Peanuts (Zhá Huāshēngmi),Snacks;Cooking Ahead;Chinese;Vegan;Vegetarian,Peanut Oil;Raw Peanuts
Toasted Peanuts (Kao Huāshēngmi),Snacks;Cooking Ahead;Chinese;Vegan;Vegetarian,Raw Peanuts
Stewed Peanuts (Beifānghsi Lu Huashēng),Side Dish;Cooking Ahead;Chinese;Vegan;Vegetarian,Raw Peanuts;Soy Sauce;Rice Wine;Whole Star Anise;Cinnamon Sticks;Sichuan Peppercorns;Fresh Ginger
Toasted Sesame Seeds (Kao Zhīá),Cooking Ahead;Chinese;Vegan;Vegetarian,Sesame Seeds
Toasted Sesame Paste (Májiàng),Cooking Ahead;Chinese;Vegan;Vegetarian,Toasted Sesame Seeds;Toasted Sesame Oil
Xinjiang Style Yogurt (Xīniāng Suānnai),Cooking Ahead;Chinese;Vegetarian,Half And Half Cream;Bulgarian-Style Yogurt
Fermented Rice (Jiuniáng),Rice Dishes;Breakfast / Brunch;Main Course;Cooking Ahead;Chinese;Vegan;Vegetarian,Long Grain Rice;Wine Yeast Ball
Red Wine Lees (Hóngzā),Rice Dishes;Cooking Ahead;Chinese;Vegan;Vegetarian,Long Grain Rice;Red Yeast Rice;Wine Yeast Ball
"Red Fermented Bean Curd ""Cheese"" (Nánru)",Cooking Ahead;Chinese;Vegan;Vegetarian,Extra-Firm Tofu;Red Wine Lees
"White Bean Curd ""Cheese"" (Dòufuru)",Cooking Ahead;Chinese;Vegan;Vegetarian,Extra-Firm Tofu;Chile Flakes;Rice Wine
Brined [Salted] Eggs (Xiándàn),Egg Dishes;Cooking Ahead;Chinese;Vegetarian,Sea Salt;Eggs;Fresh Ginger;Whole Star Anise;Sichuan Peppercorns;Dried Thai Chiles;Shaoxing Rice Wine
Huagua Pickles (Huāguā),"Chutneys, Pickles & Relishes;Chinese;Vegan;Vegetarian",Persian Cucumbers;Soy Sauce;Rice Vinegar;Dried Licorice Root
Pickled Red Chili Peppers (Pào Hónglàjiāo),"Chutneys, Pickles & Relishes;Chinese;Vegan;Vegetarian",Thai Red Chiles;Whole Star Anise;Sichuan Peppercorns;White Liquor
Pickled Lotus Root (Pàojiāo Lián Ou),"Chutneys, Pickles & Relishes;Chinese;Vegan;Vegetarian",Lotus Root;Green Onions;Fresh Ginger;Thai Red Chiles;Whole Star Anise;Sichuan Peppercorns;White Liquor;Rice Vinegar
Salted Shanghainese Greens (Xuelihóng),Chinese;Vegan;Vegetarian,Chinese Mustard Greens ;Sea Salt
Shanghai Mustard Pickles (Tángcù Jiècài),"Chutneys, Pickles & Relishes;Chinese;Vegan;Vegetarian",Chinese Mustard Greens ;Rice Vinegar;Thai Chiles;Garlic;Fresh Ginger
Traditional Fermented Sichuan Style Pickles (Chuántóng Sichuān Pàocài),"Chutneys, Pickles & Relishes;Chinese;Vegan;Vegetarian",Sea Salt;Sichuan Peppercorns;Whole Star Anise;Bay Leaves;White Liquor;Rock Sugar;Fresh Ginger;Garlic;Red Jalapeño Chiles;Cabbage;Chinese Radishes;Carrots;Long Beans;Kohlrabi
Fast Sichuan Style Pickles (Jianyi Sìchuān Pàocài),"Chutneys, Pickles & Relishes;Quick / Easy;Chinese;Vegan;Vegetarian",Chinese Radishes;Carrots;Cabbage;Rice Vinegar;Sugar;Chiles;Sichuan Peppercorns;Fresh Ginger
Spicy Pickled Cucumbers (Suānlà Huángguā),"Chutneys, Pickles & Relishes;Chinese;Vegan;Vegetarian",Persian Cucumbers;Soy Sauce;Sichuan Peppercorns;Fresh Ginger;Peanut Oil;Chinese Black Vinegar;Toasted Sesame Oil;Chile Paste
Sweet Pickled Garlic Cloves (Tángsuàn),"Chutneys, Pickles & Relishes;Chinese;Vegan;Vegetarian",Garlic;Sea Salt;Chinese Black Vinegar;Dark Brown Sugar;Dark Soy Sauce
Green Onion Oil (Cōng Yóu),Dressings & Marinades;Chinese;Vegan;Vegetarian,Green Onions;Peanut Oil
Sichuan Peppercorn Oil (Huájiā Yóu),Dressings & Marinades;Chinese;Vegan;Vegetarian,Sichuan Peppercorns;Peanut Oil
Fried Shallots And Shallot Oil (Yóucōng Su And Hóngcōng Yóu),Dressings & Marinades;Chinese;Vegan;Vegetarian,Shallots;Peanut Oil
Red Chili Oil With Toasty Bits (Málà Hóngyóu),Dressings & Marinades;Chinese;Vegan;Vegetarian,Peanut Oil;Toasted Sesame Oil;Dried Chiles;Sichuan Peppercorns;Dried Orange Peel
Citrus Chili Oil With Black Beans (Júxiāng Dòuchi Làyóu),Dressings & Marinades;Chinese;Vegan;Vegetarian,Oranges;Meyer Lemons;Garlic;Fermented Black Beans;Peanut Oil;Toasted Sesame Oil;Fresh Ginger;Dried Chiles
Hunan Style Chili Paste (Xiāngshì Làjiàng),"Dips, Spreads & Salsas;Cooking Ahead;Chinese;Vegan;Vegetarian",Oil;Dried Korean Chiles;Fermented Black Beans
Guizhou Ciba Chili Paste (Cíbā Làjiāo),"Dips, Spreads & Salsas;Cooking Ahead;Chinese;Vegan;Vegetarian",Dried Thai Chiles;Garlic;Fresh Ginger;Peanut Oil
Guizhou Fermented Hot Sauce (Guìzhou Làjiāojiàng),"Sauces, General;Cooking Ahead;Chinese;Vegan;Vegetarian",Red Chiles;Fermented Black Beans;Garlic;Sea Salt;White Liquor
Sweet Chili Sauce (Tiánlàjiàng),"Sauces, General;Cooking Ahead;Chinese;Vegan;Vegetarian",Chile Powder;Red Jalapeño Chiles;Tomato Ketchup;Rice Vinegar
Sweet Soy Sauce (Tiánjiàngyóu),"Sauces, General;Cooking Ahead;Chinese;Vegan;Vegetarian",Sugar;Soy Sauce;Sichuan Peppercorns;Licorice Root;Whole Star Anise;Fresh Ginger
Dry Fried Salt And Pepper (Hújiāo Yán),Spice / Herb Blends & Rubs;Cooking Ahead;Chinese,Black Peppercorns;Sea Salt
Toasted Sichuan Peppercorn Salt (Huājiāo Yán),Spice / Herb Blends & Rubs;Cooking Ahead;Chinese,Sichuan Peppercorns;Sea Salt
Ground Toasted Sichuan Peppercorns (Huājiāo Fén),Spice / Herb Blends & Rubs;Cooking Ahead;Chinese,Sichuan Peppercorns
Five Spice Powder (Wuxiāngfen),Spice / Herb Blends & Rubs;Cooking Ahead;Chinese,Cinnamon Sticks;Fennel Seeds;Whole Star Anise;Whole Cloves;Sand Ginger
Red Bean Paste With Chestnuts (Dòushā Lìzi),Cooking Ahead;Chinese;Vegetarian,Adzuki Beans;Chestnuts
Date Paste Filling With Toasted Walnuts (Hétáo Zaoni),Cooking Ahead;Chinese;Vegetarian,Chinese Red Dates;Toasted Sesame Oil;Powdered Sugar;Rice Vinegar;Walnuts
Coconut Filling (Yēróng),Cooking Ahead;Chinese;Vegetarian,Sweetened Coconut
Fruit And Nut Filling (Wurén),Cooking Ahead;Chinese;Vegetarian,Chinese Red Dates;Pumpkin Seeds;Dried Cranberries;Walnuts;Toasted Sesame Seeds;Sliced Almonds;Meiguilu Jiu;Powdered Sugar;Rice Vinegar;Sticky Rice Flour
"Lotus, Pine Nut, And Salted Yolk Filling (Liánróng Sōngzi Dànhuáng)",Egg Dishes;Cooking Ahead;Chinese;Vegetarian,Lotus Seeds;Powdered Sugar;Rice Vinegar;Meiguilu Jiu;Pine Nuts;Sea Salt;Eggs;Fresh Ginger;Whole Star Anise;Sichuan Peppercorns;Dried Thai Chiles;Shaoxing Rice Wine
Caramel Syrup (Hēi Tángjiāng),Sauces For Desserts;Cooking Ahead;Chinese;Vegan,Powdered Sugar;Rice Vinegar
Dark Glaze (Shēnsè Dànshui),Sauces For Desserts;Cooking Ahead;Chinese,Egg Yolks;Meiguilu Jiu;Powdered Sugar;Rice Vinegar
Light Glaze (Dànsè Dànshui),Sauces For Desserts;Cooking Ahead;Chinese,Egg Yolks;Powdered Sugar;Rice Vinegar
